SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2276,5,2,Suburb,1993,305600.091294323
1802,2,3,Suburb,1980,160353.5879907542
1844,2,2,Rural,2012,88041.49263067152
2463,3,2,Rural,2010,263197.61350887746
1395,5,2,Suburb,1953,166372.05275659572
1239,2,2,Urban,2014,88466.52550030315
1283,2,1,Rural,1982,179119.74960617517
2705,5,2,Rural,1977,330064.32379435434
2991,4,1,Suburb,1964,338829.34929268545
1664,2,3,Suburb,1973,104494.91121899674
2014,3,3,Suburb,1980,222524.65125794607
2764,2,3,Rural,1994,247611.61720618384
2913,2,3,Urban,2010,305144.3664459784
1362,4,2,Urban,1965,171157.44132669145
1046,5,2,Urban,2017,143814.3386475688
2690,2,1,Rural,1960,303068.2395659701
2531,5,2,Urban,2010,382624.6696382567
1517,2,2,Suburb,1972,165327.89772041893
1893,4,1,Urban,1986,187604.5302054984
2127,3,3,Suburb,1950,203817.60428397532
2658,4,2,Urban,1954,290622.8047818827
1875,5,2,Rural,1974,191061.76692857497
2929,4,3,Urban,1974,373461.5920035575
1869,3,3,Rural,1971,198622.22126923985
1686,5,1,Rural,1980,243825.79226714408
2973,5,3,Suburb,2006,370225.4449312948
1551,4,3,Urban,2006,185239.91892500137
1593,3,3,Suburb,1978,277826.334461287
1498,4,3,Suburb,1979,164498.34361871722
1913,5,3,Urban,1966,220946.2406075336
2152,2,3,Urban,1975,299033.4732363059
2651,5,3,Suburb,2011,327085.1373938104
1233,3,3,Urban,2019,73601.50462834747
2763,5,1,Urban,1951,330962.1946757874
1440,4,3,Rural,1973,185001.17709802283
1228,5,3,Rural,1986,152756.42575004604
2566,5,3,Urban,1999,286547.6740103866
2446,2,3,Rural,2008,259310.94118848385
2616,4,1,Urban,1955,320942.4031317978
2554,3,2,Urban,1954,331925.8496508009
1983,5,2,Urban,1997,188219.32008268443
2721,4,2,Urban,1959,270487.3090625148
1339,4,2,Rural,2007,237314.9458889271
1465,3,2,Urban,1973,199188.20120558923
1996,2,2,Urban,2008,212850.6105487576
1412,3,1,Rural,1991,42879.68400569592
2755,4,2,Urban,1999,256200.96470584703
1386,5,3,Urban,1953,89448.54767303496
2496,5,1,Suburb,1982,291519.01788549614
2102,4,1,Urban,1975,130299.94141086545
2869,3,1,Rural,2002,335237.6547504243
2858,2,2,Suburb,1984,271599.0361175351
2751,2,2,Urban,1969,274619.0568894979
1738,2,3,Suburb,1980,246200.26455040605
2448,5,3,Suburb,1957,267010.53470398445
2253,2,2,Suburb,2020,270572.5843789998
2794,3,2,Urban,2021,264305.44148994354
2226,4,3,Urban,1957,108651.57049174106
1627,2,3,Rural,1990,100328.14922411826
1599,3,2,Suburb,1993,245178.09723656197
2689,5,2,Urban,1975,286286.0356880221
1789,2,2,Rural,1955,186121.2447203404
2484,5,3,Rural,1960,296823.2584798682
2231,4,3,Suburb,1956,236835.3085657981
2561,5,3,Rural,2009,332073.2300964644
1421,5,2,Urban,1957,199749.86964840908
2773,4,1,Suburb,2021,319877.99872588966
2520,5,1,Urban,2010,292442.00707915484
2721,3,2,Urban,2002,303888.51057048794
2439,4,3,Urban,1984,291953.8558663453
1355,4,1,Urban,2002,138334.1369414661
1145,2,3,Urban,2010,132817.61674414927
2234,3,2,Urban,2008,145478.8197825527
1213,4,3,Rural,2016,92456.16512514451
2593,3,3,Urban,1991,240070.47735478013
2640,4,1,Rural,1972,307914.5051271206
1892,5,2,Suburb,2007,217904.4164182082
1163,4,3,Urban,1975,73356.05325235477
2870,2,1,Urban,2009,294995.7296559874
2731,3,1,Urban,1976,222229.25036824791
2231,4,1,Suburb,2014,273911.3160618586
1379,4,3,Rural,1959,194521.8237003862
2717,2,1,Rural,2014,206313.618711148
2519,2,1,Urban,1950,328639.1979213006
2933,2,3,Urban,2019,358779.64800625626
1916,2,3,Urban,2021,231348.9869043509
2043,5,1,Urban,2010,197918.04915881876
1792,5,1,Urban,1954,132012.5295225868
2410,5,3,Urban,1973,165296.04169733397
2861,2,3,Rural,1998,310353.4281292767
2550,2,2,Suburb,1967,277649.5166353415
1146,4,2,Urban,1952,26839.47027727192
1758,4,3,Urban,1987,246256.363844118
2091,3,3,Rural,1977,347176.8021877759
2202,3,3,Urban,1971,268526.90343894425
2861,4,1,Rural,1974,388333.3343419193
1530,4,2,Urban,1959,200521.0962280153
1524,5,1,Urban,2012,221463.71053565436
1728,4,2,Rural,2013,176451.24745876345
1520,3,1,Urban,1951,199277.35763876076
2299,4,3,Rural,1973,346145.38193279214
1559,3,2,Suburb,2017,173495.58465493532
1435,5,1,Rural,2021,207203.5442267234
2539,5,1,Suburb,1955,208490.05034551385
1981,4,1,Urban,1976,284173.6620956954
1892,3,2,Urban,1980,185576.46918808096
2779,4,3,Urban,1984,340920.1759241625
2821,2,2,Suburb,2004,307734.2981554533
1337,3,2,Suburb,1969,76607.45933377372
1794,4,3,Suburb,2000,229989.7767780844
2555,2,1,Rural,1966,266205.186363116
1040,4,1,Rural,1975,90449.58704925308
2190,5,1,Suburb,1979,420235.7013392302
2075,3,1,Rural,2009,279690.47391920857
1663,3,3,Urban,2021,275117.4369938718
2534,3,3,Suburb,1966,319038.87351191806
2037,2,3,Urban,1972,202207.75060553616
1836,4,3,Rural,1982,208867.0431576208
1433,3,3,Suburb,2009,144481.65064111177
2369,4,3,Rural,2007,182258.69120141392
2230,5,2,Rural,1984,250093.7928438876
1372,3,1,Suburb,2003,208954.0264564656
2904,4,2,Suburb,1996,329478.28934455145
2019,3,2,Urban,2012,283288.561052134
1777,3,2,Urban,1962,234372.13379422657
2051,5,3,Urban,1978,237891.84922481436
2789,3,3,Urban,2014,317052.0757578125
1203,2,1,Suburb,2005,73243.54898563694
2398,3,1,Suburb,1964,219785.43027168603
2158,3,2,Urban,1989,226852.98620590213
2519,4,1,Suburb,1966,254349.78502453267
1294,3,2,Suburb,1975,120711.8194466006
1548,5,1,Urban,2011,153821.5131049696
2090,4,2,Rural,1964,315705.29192031326
1108,5,2,Urban,1978,172213.72101057958
2458,3,1,Suburb,2007,329481.29911506706
1277,2,3,Rural,1989,149316.03280216045
1085,3,2,Suburb,1970,220648.55096591287
2186,5,2,Suburb,1957,190077.3938544509
1352,3,2,Rural,2004,101258.31521843256
2459,3,3,Rural,1973,277698.3063413079
1389,4,3,Suburb,2009,164579.75081691484
2970,2,3,Urban,1985,329756.9703567621
2209,4,3,Urban,1994,239673.71195408807
1121,5,3,Rural,1956,146142.7654432959
2234,3,3,Suburb,1959,227044.3576480262
2708,5,2,Urban,1952,416407.138440703
2179,4,3,Urban,1954,208726.03910168976
2067,5,3,Suburb,1970,234703.27651808268
1711,2,3,Suburb,1990,204230.80438885096
1870,5,3,Urban,1952,241371.91228056356
1549,3,2,Suburb,1966,186995.54142620717
1005,4,2,Suburb,1988,207118.9434096227
2070,5,1,Suburb,2005,250784.10178792576
2403,3,1,Urban,1973,256394.4286104217
1123,2,2,Rural,1995,168466.5949843641
2210,4,1,Suburb,1994,297025.8741626192
1733,3,2,Rural,1990,174667.4139080731
1622,2,3,Rural,1950,158002.68648338725
1197,5,3,Urban,2011,236157.7924271556
1204,2,2,Suburb,2016,86154.33480816428
2822,5,1,Urban,2002,319140.0961512344
1804,4,2,Urban,2004,196471.7527933984
1324,5,2,Rural,2016,248220.21571403235
1576,3,1,Urban,2002,81125.83032482013
1068,3,1,Suburb,1990,81362.93165064618
1792,3,1,Rural,1984,152917.48243660486
2666,5,2,Suburb,2017,296477.58795798605
1048,5,2,Urban,2017,197296.28027425823
2864,2,2,Urban,1968,295872.0058513885
2975,5,2,Urban,1959,345050.1147707221
2389,5,3,Urban,1957,282471.3411577721
2584,3,3,Rural,1985,358176.5109726165
2294,4,1,Rural,1967,177715.64269062955
1791,3,3,Suburb,1978,235201.71981608507
2227,2,1,Rural,1951,184554.8536852504
1557,2,2,Suburb,1968,146804.54655125918
2738,4,1,Urban,1966,295135.4002248819
1016,5,3,Rural,1962,93916.21122525758
1921,2,1,Suburb,1991,236571.95795595192
2763,4,3,Suburb,1973,285373.6232081425
2451,2,2,Suburb,2001,268058.74442995084
2672,3,2,Urban,2018,287691.48887584475
2485,2,2,Urban,1973,225902.2736214094
2497,5,1,Suburb,1950,337227.88434178976
1656,3,3,Urban,1953,150361.56320521169
1777,2,1,Urban,1997,237735.4765405347
2091,2,2,Urban,1963,224993.07883870765
2651,4,2,Rural,1951,393534.6247236207
2710,3,2,Urban,1982,372195.5048246004
2001,4,2,Suburb,1965,285184.7264533005
1500,3,1,Rural,2016,72519.98260772256
1600,5,1,Urban,1960,249855.8613852804
2494,5,2,Urban,1956,243259.23793354785
2256,2,3,Rural,1994,229140.50595329807
2779,4,2,Suburb,1991,291646.996112196
2520,3,1,Urban,1983,337373.09810436604
1557,2,3,Rural,2017,276585.3116719328
1466,2,3,Suburb,2008,193726.27048219956
1598,3,2,Urban,1966,228093.74512306936
1736,2,1,Suburb,1970,230497.1337890698
1311,5,2,Urban,1976,82272.9028876702
2505,3,1,Urban,1989,285716.336937852
1511,4,3,Rural,1962,75381.87769532246
1916,2,1,Urban,2002,198598.04642409136
2526,2,2,Rural,2006,153572.44536293353
1642,3,2,Suburb,2010,183127.8933219587
2095,3,1,Rural,1959,208021.22400561257
2043,5,2,Rural,1978,270092.7487789101
1325,5,3,Urban,1966,229997.16305529236
1528,5,1,Urban,2003,163086.21770404748
2983,4,2,Rural,2012,375373.9945620133
2495,2,2,Urban,1958,290951.20391442254
1582,2,1,Rural,1992,131192.91034351574
2974,5,1,Suburb,1957,321722.12596812536
1380,4,2,Suburb,2009,243959.84595655027
2291,2,3,Urban,1969,281192.1715030748
1456,4,1,Urban,1977,159530.49391605656
2836,2,1,Urban,1986,272672.6460379031
2468,3,2,Suburb,1966,242536.0139550395
1505,2,2,Urban,1994,167217.0673057044
2348,5,1,Suburb,1951,250884.3191336903
2869,3,1,Rural,2000,246877.73608147452
1436,4,3,Rural,1987,193474.97332850605
1721,5,1,Suburb,1986,147267.88448505814
2040,4,1,Suburb,2018,176375.48600235718
1094,2,1,Suburb,1979,69658.22938451634
2608,5,3,Rural,1969,256442.80088217487
2004,2,1,Suburb,1993,90846.65013755664
2545,5,1,Suburb,1990,333871.6415203096
1291,3,3,Urban,2000,142154.75224395128
1484,4,3,Rural,2016,70945.92387582877
1103,5,3,Suburb,2007,101207.15798712964
2475,3,1,Urban,2021,296811.63988904457
1338,3,3,Rural,2016,88033.31157632469
2501,5,3,Rural,2013,295668.6150026649
2100,5,3,Suburb,1992,213715.89974883365
2741,2,2,Urban,2019,182741.24201514584
1623,2,2,Rural,1963,227215.21912098333
2868,2,3,Rural,1978,312967.6607685407
2859,2,1,Suburb,1956,303227.1766539456
2278,2,2,Rural,1968,271507.65651348897
1455,4,1,Suburb,1991,206717.2448172044
2292,4,1,Rural,2016,235554.0120941687
1437,3,3,Suburb,2013,143143.59329462785
1540,5,2,Suburb,1974,161969.22005692538
1137,5,2,Suburb,1958,153007.21101945837
2914,3,3,Urban,1958,309500.5582641818
2404,2,2,Urban,1955,164975.97954929416
1259,2,1,Suburb,1962,133658.5765648069
1738,3,2,Rural,1980,147379.55319125482
1795,3,2,Urban,2000,205976.7253497713
1844,2,3,Rural,1995,230419.8891609052
2883,4,1,Rural,2014,309000.97429969354
1921,3,3,Rural,1999,190862.0667095913
2892,3,1,Rural,1959,304438.3503285861
2376,3,2,Suburb,2019,133555.88761284275
2922,2,1,Urban,1979,240490.6422326808
2273,5,3,Urban,2008,245584.34765365417
2698,2,3,Urban,1987,313004.49475807504
2192,5,2,Urban,2005,267341.5373990567
1989,5,2,Rural,1998,147858.48920017033
1270,3,1,Urban,2004,161189.87375421135
1705,5,3,Suburb,1950,215658.3622575764
2758,4,1,Urban,2017,272985.55481356283
1645,5,3,Rural,1996,200168.5902496837
2480,4,1,Urban,1959,264988.3615064004
1134,5,3,Rural,2005,143701.75082269835
1912,5,1,Urban,1977,166984.66397189448
2133,5,3,Suburb,1997,219448.90454822264
2040,5,2,Rural,2017,288165.33496078214
1982,5,2,Urban,1973,262344.0801868913
2963,4,1,Suburb,1995,344622.1291204935
2871,2,3,Urban,2018,308404.90399690263
2750,3,3,Suburb,1956,305062.31913030724
2878,4,3,Suburb,2006,278684.1809719728
1395,3,3,Rural,1977,180378.01055319892
1467,3,1,Urban,2014,235213.91934239017
1965,5,2,Rural,1959,247266.8934150453
2456,3,1,Suburb,1969,235349.86766076207
1912,2,1,Urban,2017,177388.83532826602
1665,5,3,Rural,1999,256567.41949219783
1094,4,2,Suburb,1995,177631.39602726907
2663,5,1,Suburb,1957,317397.6878973522
2316,5,3,Suburb,2006,300227.6103748864
2786,4,2,Rural,1967,287520.68158871314
2404,2,1,Urban,1982,260782.734138686
2524,5,1,Rural,1972,218460.9455154541
1196,4,1,Rural,1995,92027.16522900492
1796,3,1,Urban,2012,141177.98701921722
1193,5,1,Suburb,1969,155477.34383052943
1854,2,1,Urban,2020,185066.4393917579
1669,2,1,Suburb,1999,243966.12572139825
1513,3,3,Suburb,1987,168964.57449058397
1504,4,3,Rural,1982,96438.41158939483
1532,3,2,Suburb,2016,93030.89202397924
1061,2,3,Urban,2015,169806.22739245807
2611,5,3,Suburb,1953,262852.5087170415
2592,4,2,Suburb,1982,298917.9978301582
1793,4,1,Suburb,1982,142015.84126092796
1528,2,3,Rural,2016,150429.98871044966
2285,4,3,Suburb,1995,257211.07370478823
1073,4,2,Urban,2014,155070.95465209277
1958,3,1,Suburb,2006,234415.1151944589
1985,2,1,Suburb,2005,238809.69219091863
2368,2,2,Urban,1991,222770.75606478265
2268,2,2,Suburb,1956,293928.4470256958
2549,5,1,Suburb,1995,299857.70163210056
1277,3,3,Rural,2014,204317.84321169124
2845,2,2,Rural,2004,285447.98145852407
2437,4,1,Rural,1987,296771.9417512726
1392,4,2,Urban,1968,62371.58659653427
2023,2,2,Urban,1956,224722.83598782244
2231,3,2,Urban,2017,247638.90499670125
1645,3,2,Urban,1968,262963.9254131395
1900,5,2,Urban,1953,295899.0852028161
2865,2,1,Rural,1980,313256.1350522234
2890,4,2,Suburb,2019,240102.69534997092
2809,5,2,Suburb,1957,333017.27592562826
1822,5,3,Suburb,2012,173305.32703709308
1952,4,1,Urban,1971,188059.2025655302
2718,2,2,Urban,2018,254615.6323732777
2908,2,2,Urban,2007,316121.6998884741
1121,2,3,Suburb,2009,61933.63142784983
1009,3,3,Urban,2003,84151.19053149852
1711,3,1,Urban,2012,202308.7970507508
1727,4,2,Urban,2006,248363.56703476305
1901,4,3,Rural,2010,163711.56794201475
2824,4,1,Urban,1966,245942.56135696752
1318,5,3,Urban,1983,317693.7989541547
1216,4,1,Urban,2009,144190.32082253892
2057,3,2,Urban,2015,227786.6175453
1722,5,2,Rural,1955,258130.6025852914
1270,2,2,Urban,1950,244628.06640385455
1582,4,3,Urban,2015,153162.773410069
1592,3,2,Urban,1983,205481.6844144193
1398,5,2,Urban,1984,189333.93806468684
1915,3,3,Urban,2017,152422.14568552742
2116,2,1,Suburb,1999,258271.07378402405
1352,4,2,Rural,1978,113556.00457002885
1645,2,2,Suburb,2021,212720.2340058612
2522,4,3,Urban,1959,173284.0329977653
2481,4,2,Suburb,2011,263115.01867621293
2092,5,1,Urban,1996,216294.01886605704
2028,3,3,Suburb,2015,193842.05882845036
2829,5,3,Suburb,1957,313362.7381941022
1414,4,2,Rural,2001,166318.25392873233
2402,4,3,Suburb,1952,212113.05436244025
1145,2,2,Rural,2015,195716.5118694121
1322,4,2,Rural,2004,146805.2609666145
2713,4,2,Rural,1950,329886.3433749421
1463,3,2,Suburb,1967,175026.05343653026
2104,5,1,Urban,2000,260588.6290031745
1914,3,1,Suburb,1978,176147.7378306509
1899,3,2,Rural,2012,142321.34420853862
2720,3,3,Rural,1993,370376.9908964205
1718,2,3,Urban,2006,162500.39245208882
1553,3,3,Suburb,2011,183602.6625784664
2818,3,2,Suburb,1965,263133.0086208488
2878,2,2,Urban,1968,336110.5222774805
2950,3,1,Rural,1956,268934.42101628886
2800,2,3,Rural,2003,288371.2833949582
2414,4,1,Urban,1983,295454.54334895965
1564,5,3,Urban,1972,236672.52360936825
1491,4,1,Urban,1967,257569.1035118956
2722,2,1,Suburb,1981,274738.80605860794
1546,4,3,Suburb,1969,172563.52677417087
1726,3,1,Urban,1977,157963.93181226368
2074,4,1,Urban,1988,148565.1512743875
1004,3,2,Suburb,2010,104736.93021423064
1207,2,3,Rural,1995,134598.36233706088
2973,2,2,Rural,1967,314989.2690273903
2774,4,3,Urban,1991,334436.9252099846
2671,3,2,Rural,1980,228594.4140650267
2200,3,1,Urban,1983,234041.88095651963
2590,4,1,Rural,1976,263356.05202537915
2164,3,3,Urban,2018,314629.3077175881
2550,5,3,Urban,2011,254534.50023090327
1696,5,3,Urban,1991,265906.52745898
1114,5,1,Urban,1999,114046.87961256446
2727,5,2,Urban,1969,359274.5841308144
1954,5,2,Suburb,1967,283302.39673504257
1999,5,3,Urban,1989,210093.49691165896
1256,3,2,Rural,1996,141255.90015826325
2779,3,1,Urban,1961,319779.38168157986
1258,4,1,Suburb,1983,208497.98597706985
1186,5,3,Urban,1960,186932.84102690784
2396,2,2,Suburb,1980,203255.2775678744
1340,4,1,Suburb,1985,141765.4968194358
2583,4,1,Urban,2005,252916.7324798793
2550,2,3,Suburb,1982,208218.72349432865
1324,5,1,Rural,1962,202567.82137106112
2511,4,2,Urban,1985,317853.83751827176
2048,3,2,Urban,2001,155598.0379198677
2943,3,1,Suburb,2007,371559.7497355276
1975,5,2,Suburb,1965,212620.36056912347
2075,4,2,Rural,1980,251604.67513866487
2166,4,3,Suburb,2021,220539.7988983377
2037,2,3,Suburb,1998,253116.87429667756
1233,4,2,Suburb,1963,134494.69184569415
2731,5,3,Urban,2004,278668.41436256684
1196,5,2,Rural,1980,164603.99277519586
2618,5,3,Urban,2004,256185.5596693155
2352,2,2,Urban,1956,254190.926443321
1409,5,3,Suburb,1998,178090.58431408304
1384,5,1,Rural,1972,198706.8825956083
1416,2,1,Rural,2007,184076.62444439565
2151,4,2,Suburb,1997,211910.2719790187
1802,2,3,Suburb,1955,196144.90957228185
1654,5,2,Rural,2017,245316.4049085471
2247,5,2,Suburb,2016,302434.8368300789
1148,2,2,Urban,1987,186378.64520407116
2679,4,3,Rural,2019,365279.2920172597
2058,2,2,Rural,1979,221769.55875465355
1242,4,2,Rural,1998,228473.0939140503
2701,2,1,Suburb,1982,370256.3188971506
2564,3,1,Urban,1998,217508.45609483417
1534,4,3,Rural,1978,197228.6040032922
1054,5,1,Suburb,1992,69402.90288297227
2508,4,3,Urban,1963,264700.52720445226
1466,5,2,Urban,1974,231241.6197529492
2705,5,1,Rural,1973,159590.36345737157
2179,4,2,Rural,1974,222811.37203397023
2113,4,3,Suburb,1974,225029.87749441937
1480,3,2,Suburb,1974,195549.2509409663
2237,4,3,Rural,1971,219204.63056636043
2626,5,3,Suburb,2010,279278.84063257824
1085,3,2,Suburb,1983,196691.6266878642
1059,5,2,Rural,1951,216164.3836981526
2391,4,3,Suburb,1992,220705.5860170807
1944,5,1,Rural,1964,267094.2753722232
1906,4,2,Suburb,1974,318814.15009811457
1585,3,2,Suburb,1977,108200.48736877092
2791,4,2,Urban,1961,289872.2500575134
2479,3,1,Rural,1952,277964.19729128684
2811,3,2,Suburb,1976,319643.5405384964
1042,3,1,Rural,2005,166556.90702956807
1724,2,1,Urban,1996,255965.0100032976
1802,2,2,Urban,2011,228397.33137984577
1850,4,1,Suburb,1994,259745.14242056385
2537,3,1,Rural,1956,295201.24733800703
2443,2,3,Urban,2003,233916.6873444097
2182,3,1,Rural,2006,229444.84776815624
2907,3,3,Rural,1960,377229.2204601012
1557,4,3,Urban,2012,168836.39327409945
2526,3,3,Suburb,2021,242370.41935383345
2029,4,1,Rural,2011,138622.00166030513
1857,2,2,Urban,1996,231603.6090974159
1584,2,1,Urban,1966,208293.4814992817
1790,4,1,Urban,1973,189228.68690634533
1617,2,2,Rural,1971,183283.0978213298
2536,4,1,Suburb,2017,305095.197288038
2387,4,1,Rural,2003,303020.4414276314
1891,2,1,Rural,2015,105110.71432995964
1582,3,3,Suburb,1989,201690.71650539187
2101,2,2,Rural,1970,258925.90232537483
2986,5,1,Urban,1951,268774.2677729761
1044,3,3,Suburb,1973,191577.4156105461
1331,3,3,Suburb,1993,190495.19343916245
2406,2,2,Suburb,2011,252405.2325123636
1959,2,1,Suburb,2007,143888.1304476846
2526,2,2,Rural,2007,240728.016036418
2868,5,3,Urban,1998,310760.52871663275
2379,5,3,Urban,1998,269871.55537364713
2919,2,2,Rural,1999,263097.1102192021
1253,3,1,Rural,1969,150511.8639728971
2712,2,2,Urban,1992,310249.32517166337
2365,2,3,Rural,1961,301463.16705242475
2963,4,1,Urban,1989,284766.10223488405
2051,3,1,Suburb,1966,270000.3112975687
2866,2,1,Urban,1982,310504.4176544807
1570,5,3,Urban,1973,169323.7272048041
1702,2,2,Rural,2003,171329.22310744436
2896,4,2,Rural,1980,288859.584971531
1103,4,1,Suburb,2012,108628.3004579021
1765,2,2,Suburb,1958,201921.3589082044
2775,5,3,Urban,2010,287637.7234530478
1094,2,3,Suburb,1956,169697.19402129285
1938,5,3,Suburb,1982,308543.7752218824
1761,2,2,Rural,1974,191907.96376264663
1653,5,2,Rural,1973,208178.03130958093
2851,3,3,Rural,1969,377844.8749654008
1545,5,2,Suburb,2020,131322.5072318607
2723,5,3,Urban,2003,323836.4152864125
2063,4,2,Rural,1984,199730.50533266415
2621,5,1,Suburb,2006,332098.55463222816
1860,3,2,Suburb,1993,239062.5619704273
1292,4,3,Urban,1971,220458.5300806354
1597,5,3,Urban,1970,221712.21362279743
2743,4,2,Suburb,1950,324915.6557593527
2613,2,2,Rural,1984,283782.13071159925
2396,2,3,Suburb,1971,299958.3846571199
2948,5,1,Urban,2007,335074.36085244606
1318,5,2,Suburb,2000,196742.5872833744
1368,4,3,Suburb,1955,141613.65528988518
2555,5,3,Rural,1981,303335.0847736133
2911,3,1,Urban,1996,338601.97701174096
2541,4,1,Rural,2010,106275.38927207248
1109,4,2,Urban,2013,185053.98137008736
1595,2,2,Suburb,2011,211184.690847048
2701,5,1,Rural,2002,278388.60267710296
2129,2,2,Urban,1998,148444.60783833044
2841,5,3,Suburb,1956,297218.4852129191
2856,4,2,Rural,1984,287592.8906510925
1263,4,3,Urban,1964,119860.16493168232
2161,4,2,Urban,2018,289547.1546275198
2018,3,1,Rural,1979,231768.0311859998
1663,5,3,Urban,2018,243214.49313814795
2004,2,2,Urban,1997,243711.832293826
1117,3,3,Suburb,1969,135616.15567865843
1443,3,2,Rural,1950,201220.4436645083
1754,5,2,Rural,2011,169869.19492698816
2556,3,1,Suburb,1987,262445.75633575727
1639,2,1,Urban,1999,129596.69079169398
1657,3,1,Rural,1969,182200.24604671917
2185,3,2,Urban,1983,304347.8119585984
1663,5,1,Rural,2000,189243.98610203725
1857,5,3,Urban,2017,183221.57775424997
1307,3,1,Rural,1962,72850.74747446526
2706,2,1,Suburb,1966,242281.45473197044
2718,4,2,Suburb,1970,340856.6804510506
2705,2,3,Suburb,2009,317975.8131827784
2723,2,2,Rural,1967,322293.66695971903
2065,4,3,Suburb,1952,222210.55576430575
2507,3,3,Urban,1983,235774.3677076762
1002,3,2,Suburb,2008,71911.99956789233
1306,3,2,Urban,2015,69085.3913465178
1135,5,2,Urban,1962,78669.15989832697
1739,2,2,Rural,1990,112294.75980009728
1500,5,3,Urban,1968,232146.6791652465
1786,5,2,Rural,2021,202218.12372313987
2952,3,2,Urban,1994,331477.09456840047
2482,4,3,Urban,1961,252101.1074539458
2314,3,2,Urban,1950,273765.5591873647
1850,4,1,Rural,2000,280173.40972309944
1195,3,3,Suburb,1970,171474.06642323767
1730,5,3,Urban,1950,134485.5587522873
2447,2,1,Rural,1990,255546.74383922308
2403,2,2,Urban,2012,169760.5640741658
2775,4,2,Urban,1976,232177.9351090352
1341,5,1,Suburb,1952,183491.76520188167
1278,5,1,Urban,2001,157552.31581392154
1541,2,3,Suburb,1977,156722.3104662069
2138,3,2,Rural,1957,308293.7020459848
2573,2,2,Suburb,1960,282484.8969706392
1975,2,1,Rural,2000,222048.0762568056
2151,4,2,Urban,1973,274134.4136883286
1522,5,2,Urban,1991,135181.57495876757
1324,2,2,Suburb,2009,84723.73307303549
1113,2,1,Urban,1999,75583.51768280011
1303,4,1,Urban,1958,165197.53820125584
2050,4,2,Rural,1992,141541.4462745784
1528,5,2,Urban,1999,73461.29574241965
2964,2,1,Urban,1963,348010.47059661977
1538,2,2,Rural,1963,125298.03687596606
1114,5,1,Urban,2000,176562.8058818738
2663,4,3,Urban,1987,360367.9215961431
1184,5,2,Rural,2004,115079.75661864987
1220,5,3,Urban,1969,150305.4396335114
2093,4,2,Rural,1991,240722.30698666445
1991,2,2,Urban,2006,222476.12547169856
1367,4,2,Suburb,1983,185437.94428251096
2687,5,3,Urban,1980,395834.7855539976
2891,5,2,Rural,1996,301668.0547444319
2673,4,3,Urban,1952,292590.6432493258
1722,5,1,Urban,1977,215724.73049894563
2878,3,3,Suburb,1970,393390.634454657
2904,5,1,Urban,2018,406271.6282112631
2670,3,2,Rural,1971,302641.78682399663
2156,3,3,Urban,1999,227790.90308576508
1413,4,1,Urban,2001,258117.6059907204
1724,2,1,Rural,2003,203008.9909378724
2849,5,1,Rural,1967,266038.73739153496
2080,3,1,Rural,1967,169032.92486009342
1970,3,1,Rural,1961,145514.9914419648
1702,3,1,Urban,2002,258681.19726772796
1131,2,1,Urban,2021,81066.55358221519
2839,3,1,Rural,2020,330764.3355926704
2198,5,1,Rural,2015,259970.9658340068
2289,3,1,Rural,1960,245262.96182247813
2996,4,1,Suburb,1969,321645.99262353155
2523,2,2,Urban,1988,266460.6204661553
1510,5,1,Urban,1955,197209.98470856427
2018,2,2,Rural,2013,192094.36079053575
2542,5,2,Rural,2007,282269.53643186216
2918,4,2,Rural,2006,231253.5302509853
2619,5,3,Rural,1962,339670.4392856312
2052,4,2,Rural,1967,175847.93681313135
1993,3,3,Urban,1972,251548.3591320078
2382,4,3,Suburb,1991,160152.35828189563
2277,4,1,Suburb,2019,231906.90163237712
1303,3,1,Rural,1994,225806.32281435115
2277,5,3,Suburb,1966,269633.8054013028
2116,2,1,Urban,2006,306173.46039359964
2888,3,3,Urban,1965,343733.56317740394
2543,4,2,Suburb,2001,285536.59222902387
1158,5,1,Rural,1979,62428.0088905517
1660,4,3,Urban,1951,149576.1034387261
2981,3,3,Suburb,2010,396710.83388401417
1747,5,2,Suburb,2011,235866.0279546396
2379,3,3,Rural,1996,352871.1615054408
2525,5,3,Suburb,1992,309765.4533714632
2597,4,1,Rural,1961,259425.890390319
2487,5,3,Suburb,1993,341044.23524102627
2849,3,2,Urban,1964,250326.6474149056
1236,5,2,Urban,2003,117651.00597262432
1726,4,2,Suburb,2016,273963.8481814629
1652,5,3,Rural,1997,170973.73879291338
1343,4,1,Rural,1974,165458.9311454734
2953,2,3,Suburb,1977,347287.34229310765
1632,2,1,Urban,2015,166001.36677029982
1524,2,2,Rural,1969,100701.90876065656
2449,4,1,Suburb,1997,246374.56787445277
1075,2,1,Urban,1981,94560.30497592984
1279,5,2,Urban,1974,171980.1845204451
2198,2,1,Rural,2020,184519.2317730476
1763,3,2,Rural,1987,165811.01488870068
1425,2,2,Suburb,1995,132680.90696351422
2427,3,1,Urban,1955,218433.6148647748
2814,4,1,Rural,2017,311255.3537503824
2408,5,1,Suburb,1952,238865.1945349839
2625,4,2,Suburb,1985,296998.66070751793
1724,2,3,Urban,1981,121213.22159871644
1690,4,2,Rural,1981,158254.06340542773
2020,3,1,Urban,1953,266945.4975767467
1648,5,2,Suburb,2000,163293.64550567995
