SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2213,2,2,Rural,2010,282856.24335249735
2989,4,1,Suburb,1989,378087.0380732889
1370,2,2,Rural,1998,237269.23969567503
1360,3,2,Urban,1953,136810.67327405547
2681,4,3,Suburb,2004,355066.44057151227
1081,2,2,Rural,1997,73248.56581201137
2292,4,2,Rural,1988,264742.9218257053
2683,5,1,Urban,1953,224891.68177547437
1296,3,1,Rural,2000,116176.81052805966
2367,2,2,Suburb,1956,281448.2341838801
1943,2,3,Suburb,1982,272467.36571930203
1789,4,3,Rural,1987,204976.4672955584
1848,4,2,Rural,2017,164855.73946228973
2261,3,3,Rural,1994,217320.60585662883
1288,4,1,Urban,1974,132417.07905278922
1438,4,2,Suburb,2015,60538.53996605419
1299,2,2,Rural,2013,109529.2311485604
1202,4,1,Suburb,2014,163164.57599292844
2977,3,1,Suburb,2006,362910.4222436477
1189,2,2,Rural,1961,214019.6251306315
1697,2,3,Urban,1985,274744.4573122167
1873,2,1,Urban,1992,144472.63839702
2323,2,3,Rural,1969,218004.7542164079
2022,3,3,Rural,2004,202152.9199760033
1955,4,1,Urban,1953,232305.97781679608
2012,4,2,Urban,2019,356256.91027704417
1845,4,1,Urban,1958,181569.13885147733
1543,5,3,Urban,2012,196077.4409079465
1342,4,3,Urban,1974,195073.2990377409
1024,2,3,Urban,1950,153648.61303496218
1533,2,3,Rural,2005,129517.65948598569
2395,4,3,Rural,1982,293397.3739724446
2273,2,3,Suburb,1961,152096.5468922851
1281,5,1,Suburb,2010,202334.9994269284
2866,2,2,Urban,1970,300389.42304576247
2438,4,2,Rural,1992,233208.886071534
2053,4,2,Suburb,1952,233068.131569602
1987,3,3,Suburb,1964,219872.13943599295
1638,3,1,Urban,1982,271610.8538227802
1161,5,3,Rural,1995,192554.07397407203
2236,3,2,Urban,1972,248902.06315684685
1121,4,1,Urban,2017,142454.4893406375
1303,5,3,Rural,2018,150871.1641257993
1531,4,2,Urban,1952,101636.44490102754
2409,5,2,Suburb,1997,244005.86418441817
1420,5,1,Suburb,1952,182625.21824071064
1737,3,1,Rural,2017,238410.71895975852
2260,5,1,Rural,1955,299403.44811941683
2840,2,2,Suburb,2014,351655.3371469353
1637,5,1,Urban,1950,268423.1214110988
1435,5,3,Suburb,1951,180676.14341685115
2256,2,3,Suburb,2002,292062.6568277854
2976,4,2,Urban,1995,416698.3514621764
2809,3,2,Rural,2009,346878.769602496
1178,5,2,Rural,1956,247665.271476466
1395,5,2,Suburb,1979,184112.9581561743
2396,3,3,Urban,2018,225944.91675205264
1202,3,2,Urban,1969,163867.13063769843
2756,5,3,Suburb,1987,371502.08415452606
2629,3,2,Suburb,1955,342274.50061142346
2284,4,2,Suburb,2015,282649.3785911156
2158,5,3,Urban,2013,264211.8959241089
2249,2,3,Suburb,2003,164411.08771659355
2003,3,3,Urban,1952,206157.99125333212
1379,2,3,Urban,1988,82409.5486543714
1087,5,1,Urban,1984,148298.14324804707
2596,3,3,Urban,1958,280277.56011469854
2587,2,2,Rural,2003,165233.4268283687
1738,3,1,Urban,2010,133936.14179152742
1890,2,3,Suburb,2012,267859.1625255737
1213,2,1,Suburb,1989,166627.3238174469
2572,2,2,Suburb,2014,244360.6654323545
2943,2,1,Urban,2002,267630.55839528376
2613,5,3,Urban,2021,364163.9330168439
2229,2,3,Rural,1999,244122.57856793035
1088,2,2,Rural,2015,216197.956452108
2151,4,3,Suburb,1980,257327.1947596166
2882,5,2,Rural,1966,264996.21255590906
1441,2,1,Urban,1991,123301.04476397263
2489,5,3,Rural,1960,229651.58275489692
2062,5,3,Urban,1983,262339.3037227812
2445,5,2,Rural,2019,291552.01697342604
2412,5,1,Suburb,1966,244558.9557981577
1512,3,2,Urban,2006,117764.75035469324
1132,2,2,Urban,1994,167544.7300569421
1912,4,3,Rural,1991,235308.04016692552
2585,4,1,Rural,1994,346095.4803441792
2392,2,1,Rural,1981,201415.28243729228
2723,3,1,Suburb,1972,313797.69717283366
2347,2,2,Rural,1980,315562.10029269056
1973,2,1,Suburb,2016,292286.90384863643
1620,5,1,Urban,1951,181059.2252153158
2255,2,2,Suburb,1994,204932.6336958164
1602,2,1,Rural,2020,81736.97198210323
1283,4,2,Urban,1998,104234.04491142124
1322,5,3,Rural,2002,112705.61095421834
2602,2,1,Urban,1964,254934.97282398
2377,4,2,Suburb,2007,259761.8312307773
2233,2,2,Suburb,1964,237270.27183450392
1989,3,3,Suburb,1989,244074.30337074024
2338,3,1,Rural,1982,275342.5395252532
2980,2,2,Rural,1988,371928.4939716992
1185,3,3,Rural,1973,155328.6597593223
2686,2,2,Rural,1966,231452.7990841909
1560,3,2,Suburb,2012,186846.5726995881
1499,3,1,Suburb,2018,227467.98449875577
2186,3,3,Rural,2011,187624.1457425296
1604,5,1,Suburb,1958,211076.0988108946
1135,5,3,Urban,1984,73500.07367593009
1114,5,1,Suburb,1961,177102.59060660933
1011,3,2,Urban,1981,55829.68530859792
2312,5,2,Rural,1983,225649.31075346685
2147,5,1,Suburb,2017,259492.21456105608
2555,3,1,Suburb,1951,306341.2620857117
2063,4,2,Rural,2001,249452.81859430595
2822,3,2,Suburb,1984,351909.4770114584
2401,5,1,Suburb,1989,266759.07500821166
2914,5,1,Rural,1965,267997.67295128794
2373,2,1,Urban,1994,215221.35573733097
2267,2,2,Suburb,1963,363500.4283410718
1706,2,3,Rural,1956,88336.07326947895
1382,2,2,Urban,1991,240760.5043022684
1255,5,3,Rural,1969,179268.2865592952
1451,4,1,Suburb,1971,167210.5806075301
2513,5,3,Suburb,1975,244849.5378557588
2296,2,3,Rural,1957,243977.65638951305
1292,4,2,Urban,1978,134498.63928547758
2172,5,2,Suburb,1992,241699.7188376449
2347,3,1,Urban,1966,323930.49952440057
1250,2,2,Suburb,1972,216812.15964027817
1559,2,1,Urban,1987,172850.63749145772
1510,5,2,Urban,1955,171564.7991893462
1281,4,2,Urban,2017,185114.70291590592
1537,5,3,Suburb,2006,91106.3929767184
1266,4,2,Urban,1988,173307.08646972038
1341,3,3,Rural,2019,116767.84308189538
1268,5,3,Urban,1976,268117.56146920746
1561,4,1,Rural,2005,194267.47418310877
2568,4,3,Urban,1950,309472.31949742977
2378,3,2,Rural,2012,273121.6699215593
2493,3,1,Urban,1981,277615.3423705497
1177,2,3,Urban,1993,107350.85160154724
2083,3,3,Suburb,2018,221469.8951203911
1974,3,1,Suburb,2001,144229.86592406812
1073,4,2,Urban,1975,89194.74013459805
2595,5,2,Urban,1963,279697.47411297244
1576,2,2,Rural,2020,190331.357010788
1358,5,2,Urban,1977,127034.74040909667
2627,2,3,Suburb,1983,270568.22202313866
2036,2,1,Rural,1995,242475.68114063583
2135,3,1,Rural,2011,238814.53225569928
1332,2,3,Rural,2007,145745.41035232245
2746,3,3,Urban,1981,321374.6392029699
1258,3,1,Suburb,1974,188082.77486604184
1508,4,3,Urban,1975,224570.07852881317
1372,4,2,Rural,1972,186551.0600579876
1785,5,1,Rural,2011,245923.0597168712
1959,3,1,Suburb,1974,225910.54143361712
2193,4,2,Rural,1983,251186.20210031545
1928,4,1,Urban,1955,193398.71751595687
2781,5,1,Suburb,1954,293262.48314572644
2850,4,3,Rural,1992,350583.1409361093
2435,2,3,Rural,1951,297126.767410749
1891,2,3,Rural,1951,250048.8575347107
1561,5,2,Rural,2010,170650.2774579904
1922,3,2,Rural,1981,219584.9430403982
2712,3,1,Urban,2016,313963.2354646633
1172,5,3,Urban,2009,43762.52394529771
1717,2,1,Rural,1975,206255.1288477813
2556,2,2,Urban,1982,311662.7109169381
1930,2,3,Urban,1975,285773.85462026787
1155,2,2,Rural,1990,147641.43651570252
2321,4,1,Urban,1950,250632.38881501436
2627,5,1,Rural,1998,300242.2667645263
2516,2,2,Suburb,2007,266620.469252112
1138,2,2,Rural,2007,110079.44697764072
2991,4,3,Urban,1975,429034.94455571496
1108,3,3,Suburb,1955,193302.09086768117
2420,4,2,Suburb,2011,286019.12317556224
1513,2,3,Suburb,1968,177289.80372579017
1593,3,3,Suburb,1967,118147.27634696274
2662,2,2,Urban,1952,252805.98468674356
2952,5,2,Rural,2020,342583.6160787019
1395,4,3,Urban,1950,143732.3412457766
2550,3,1,Rural,1981,274178.0315520708
2676,2,1,Urban,1970,327171.3394755522
2600,5,2,Urban,1963,433312.2585570336
2418,4,3,Suburb,1979,348854.3062264423
1638,2,2,Suburb,2012,230353.67617323544
2808,3,2,Rural,1985,375526.9092706663
2594,4,1,Urban,1971,291096.2189748423
2922,2,2,Suburb,2012,228927.10108462977
2740,3,3,Rural,2021,297596.5596156311
1998,5,2,Rural,1974,166130.7296751876
2257,3,2,Urban,1969,201858.3371071988
1862,3,1,Rural,1955,195584.56293361497
2088,2,1,Urban,1986,289400.8414040601
2232,4,2,Urban,1970,243219.73807618464
2094,2,2,Urban,2009,268347.05464672536
1637,3,1,Suburb,2000,169481.29806686836
1957,4,3,Rural,2004,291978.29503658274
1380,2,3,Rural,2007,109972.78632148117
2147,4,1,Urban,1954,238008.4239756172
2057,4,1,Rural,1966,283573.13915762334
2317,4,3,Rural,2018,219852.27552112145
1017,4,1,Rural,1975,219262.8340301966
1210,4,3,Urban,1994,96198.83897124795
1844,4,3,Urban,1997,200893.08206435211
2690,3,3,Urban,2013,199486.62675424013
1163,5,2,Urban,2016,178015.72781829536
2051,2,1,Suburb,1975,167981.83350421564
2535,2,2,Suburb,1995,198351.91136547292
2207,2,3,Suburb,1978,170009.5504283189
2213,2,2,Urban,1985,283884.7990172655
1413,4,3,Suburb,2001,168104.07326846817
2773,4,2,Urban,2009,308390.5277542339
1481,2,1,Suburb,1954,149119.81981222032
2725,5,3,Rural,2002,330441.4287641395
2886,2,3,Urban,1970,294484.1930357639
2889,2,3,Urban,1997,236982.70128572453
2294,3,3,Suburb,1964,277704.60186420346
1756,2,2,Rural,1970,192818.09366884807
1168,2,1,Suburb,2000,36334.78678655282
2523,5,2,Rural,1958,225933.18061939665
2629,3,1,Rural,2010,345842.6213144296
2155,2,1,Urban,1977,179816.90836730076
2924,4,3,Rural,2009,333722.42408881604
2425,2,2,Urban,1985,287133.7009525759
1543,5,3,Suburb,1993,226783.56791951976
1698,5,3,Suburb,1991,259254.3194143068
2173,5,1,Suburb,1964,292314.47961705626
2531,3,1,Rural,1956,306748.94211628067
2581,4,3,Urban,1991,351784.19269842486
2418,2,3,Suburb,1976,216415.2573892131
2271,5,1,Rural,1992,227506.34116997643
1883,3,1,Suburb,1989,181947.6428840441
1726,4,3,Rural,2002,215865.8500989949
1524,5,2,Rural,1989,223368.52872709773
2688,4,1,Suburb,1996,210964.1518913947
1120,4,1,Urban,1973,150648.2195209613
1033,3,3,Rural,1990,67406.08928108859
1020,3,2,Urban,2014,180492.0407572052
2489,2,3,Suburb,1977,253217.9791130204
2758,2,2,Rural,1956,322115.8717561388
2810,3,3,Urban,1964,451838.9887724549
1796,2,2,Rural,1979,233237.7663316088
2765,4,1,Urban,2021,317036.7940714848
2369,2,2,Rural,2018,323386.1656357695
2776,3,2,Urban,2001,248610.1189597228
1878,2,2,Rural,1996,311098.22243916185
1507,5,1,Suburb,1976,121703.0927386658
1239,3,1,Suburb,1981,145726.93584206997
1090,5,1,Urban,1958,195892.79698509324
2749,5,1,Suburb,2000,320243.5369732546
2203,3,2,Rural,2005,247914.6327456293
2114,2,2,Rural,1979,235769.32826471352
2660,5,2,Urban,1961,195574.3406975584
1183,3,2,Suburb,1952,122801.23152237064
1969,2,3,Urban,1965,178077.3394698018
1617,5,3,Suburb,2013,191072.1950905647
2419,5,1,Suburb,1995,265323.8101172618
1158,3,1,Rural,2008,120431.3468883592
1904,4,2,Rural,2008,260298.28605146456
1456,2,1,Urban,1965,126344.5727797046
1020,3,1,Rural,1999,128991.81655044672
2262,2,1,Suburb,1965,324451.4773081019
1134,3,3,Rural,1956,163334.65460332483
2390,5,3,Urban,1959,313156.00664921856
2863,3,2,Suburb,1994,350775.91517404147
2962,4,1,Rural,1995,206074.34281295203
1097,5,1,Rural,1991,116416.79996991275
1572,2,3,Suburb,1995,232887.50071776743
2789,4,3,Urban,2011,381562.2994713549
1613,3,2,Urban,2005,196553.7765570711
2963,2,3,Urban,1972,268624.6364797859
1821,3,3,Rural,1970,152876.86498552404
2520,5,1,Rural,2002,234000.69713717903
2307,4,2,Suburb,2019,262586.52209190826
1205,2,1,Rural,1952,194489.58805113123
2248,2,2,Suburb,2003,234782.06338845775
2259,5,1,Rural,1962,163399.80569392932
1701,2,3,Rural,1964,160278.45425443066
1472,2,1,Urban,2002,144311.50108734006
1882,5,2,Suburb,1966,238544.91304294896
2403,3,3,Rural,1965,249257.54536779944
2707,3,2,Urban,2006,385114.7668614669
1086,2,2,Suburb,2013,162446.2344984471
1895,4,2,Urban,1954,235648.17248243568
2771,5,1,Urban,2008,363699.8483466076
2341,2,1,Suburb,2020,190379.3827145781
2256,4,2,Urban,1996,333306.1952343286
2856,3,1,Urban,1951,256101.0466054094
1403,4,2,Suburb,1954,84877.5862862934
1094,2,1,Suburb,1982,143987.26090480923
1746,4,2,Suburb,1983,188755.9158752064
2888,2,3,Suburb,1967,349753.83016419044
2702,3,2,Urban,1964,236246.23213231
2369,3,2,Rural,1983,264146.58312425314
2803,4,3,Suburb,1958,208395.54259548752
1335,2,1,Rural,1991,44486.20144756576
1635,2,2,Suburb,1977,88210.3637589001
1377,3,2,Rural,1966,125722.11808875827
2177,4,2,Urban,2011,218280.4817774201
1627,2,2,Urban,2002,273875.57991067995
2124,3,3,Suburb,2002,245711.40181125695
1553,4,1,Rural,2004,182770.44230024557
1332,2,3,Suburb,1984,94494.01080374874
1069,5,1,Rural,1958,188364.6505805698
2855,3,3,Urban,1965,295246.2030752009
2412,2,3,Suburb,1974,331868.04959131207
1193,4,3,Suburb,1988,210501.7166278478
1050,4,2,Urban,2004,196966.10080354536
2680,2,2,Rural,2002,264931.4766544684
1073,5,1,Urban,1975,112088.6324105002
1890,4,1,Suburb,1997,205937.9650073844
2040,5,2,Suburb,2011,346953.31924963096
1827,4,3,Suburb,1998,246122.04546199023
1087,3,3,Urban,2017,141561.69439068504
2734,5,1,Suburb,1958,313860.64467028057
1887,2,2,Rural,2002,259731.336676746
1386,4,2,Suburb,2000,116963.76739938922
1926,3,3,Rural,1960,225461.91684486455
1134,4,3,Suburb,1968,120068.3206548068
1472,4,1,Urban,1980,299986.208667047
2283,3,1,Suburb,1992,258263.64354025567
1756,3,2,Urban,2016,244907.4815267017
1287,5,3,Rural,2010,176930.7478844894
1660,5,1,Suburb,1955,132430.4980244111
2755,2,1,Suburb,1985,286124.926997678
1161,2,3,Rural,2013,92940.9873513116
2046,3,3,Suburb,1978,276233.43086072616
1761,2,1,Rural,1961,175388.42065111396
2420,4,2,Rural,1953,298953.79422033887
2445,2,3,Urban,2021,250230.25794355464
2393,5,3,Suburb,1983,291445.80387242715
2770,3,1,Suburb,1966,317412.6391247664
1897,3,1,Urban,2018,282660.4014258088
1192,3,1,Rural,1983,124293.68948089782
2794,5,1,Rural,1990,260998.71064499803
2062,2,1,Rural,1970,269710.0629460172
1833,4,2,Urban,1968,240134.71492292304
2366,2,3,Rural,2020,209027.05988046405
1819,5,2,Rural,1989,195750.4583307769
2546,2,2,Suburb,2008,404843.6690009864
1121,4,3,Suburb,1955,77090.75415986523
2417,4,1,Suburb,1987,291100.12289844704
2378,4,2,Suburb,1960,230410.646108703
2200,4,1,Suburb,1996,303411.21942690224
1522,2,3,Rural,2013,82469.67085544222
2457,4,2,Urban,1985,201423.48962343324
1791,4,1,Rural,1959,172312.22640914508
1396,5,3,Rural,2004,148040.57320412068
1356,5,1,Suburb,2016,157665.2469421239
2066,4,1,Urban,1966,271871.4787671503
1884,2,3,Urban,1969,264126.21848040674
1149,2,2,Rural,1992,127651.044943453
2225,5,1,Urban,2011,241668.514773222
1577,4,3,Suburb,1996,195018.2819803713
2319,3,1,Rural,2002,243207.22982471908
1241,4,1,Suburb,2011,83275.9985863776
2911,2,1,Urban,1997,282463.8034666102
2300,3,3,Urban,1968,203508.3186334719
1983,2,3,Urban,1964,150261.17793763528
2075,2,3,Suburb,1961,133730.6237750995
1990,3,2,Urban,1970,180626.10374617335
2245,5,1,Urban,1996,344268.1043342439
1476,2,2,Rural,1978,196756.99969047363
1189,5,3,Urban,2017,210597.5648099244
2137,3,2,Suburb,1982,157952.7841187543
1249,3,1,Urban,1961,164716.27341946948
1118,2,1,Urban,2002,119790.5604368841
2201,5,2,Rural,1996,355371.9672566029
2835,5,3,Rural,1977,342362.3936603799
2966,5,1,Urban,2013,319038.2222312025
1549,2,1,Urban,1951,226421.66833553903
2349,4,2,Suburb,1985,225040.7855343656
2889,3,2,Suburb,1989,336763.7980999754
2491,5,3,Urban,1971,284706.68024143483
1953,3,1,Rural,2008,162291.3345134126
2943,5,2,Urban,1952,307845.3279093473
2691,4,1,Urban,1987,379704.3351576718
1016,4,3,Urban,1972,129658.74337528524
2551,5,1,Urban,1971,282960.8377250724
2250,4,3,Urban,1987,230070.60782932868
1461,5,3,Suburb,2014,214057.78579368503
1964,2,1,Suburb,1976,198097.42432855372
2753,2,2,Urban,2020,334278.18371776975
2889,4,1,Rural,2015,306999.82803829183
2968,4,2,Suburb,1966,301559.3610049787
2872,4,3,Urban,1965,249985.94399329877
2321,4,3,Rural,1977,229050.9289439172
2923,4,1,Suburb,1965,245412.47835606785
1772,2,2,Urban,1969,209336.99698819095
1136,4,3,Suburb,1956,185273.95106804563
1564,3,1,Suburb,1981,202686.4016291587
2007,5,2,Suburb,2021,227350.6794173489
1074,5,2,Suburb,1957,233342.863949662
1591,5,1,Urban,1979,268753.1421965378
1797,5,3,Urban,2013,217001.6772101024
1721,4,2,Rural,2003,157393.4080872275
1855,3,1,Suburb,1995,314861.7237047641
2588,3,3,Rural,1997,244940.92745292312
1702,4,2,Rural,2008,180800.42738469172
1386,5,1,Rural,1956,234325.81677166285
1418,2,3,Urban,1973,222799.91525955196
1097,5,2,Urban,1965,177698.19154519535
1460,5,2,Urban,1992,162116.69808794765
2724,3,3,Suburb,1983,310912.3067922671
2363,2,1,Rural,1994,278756.8407239389
2863,2,3,Suburb,1961,315213.1995311375
2787,4,2,Rural,1986,295298.3444980358
2540,3,3,Rural,2006,294629.5860801396
1854,4,2,Rural,1990,162489.516502224
2142,2,1,Suburb,1990,316145.9629965468
1379,5,1,Urban,1964,263059.5667957512
1187,5,1,Suburb,1951,197835.07467461383
1914,2,3,Suburb,1950,233970.40819039056
2646,2,2,Suburb,2009,281970.9132734474
1887,4,2,Urban,2004,181001.20737004935
2721,2,2,Urban,1985,212993.33143748532
1702,3,3,Suburb,1964,233203.19181184896
2966,3,2,Rural,1995,274938.5593171826
2958,5,1,Urban,2012,250374.1669813535
1964,3,2,Rural,1990,244119.41759836744
2476,3,1,Rural,1969,214204.77162181103
1146,4,3,Suburb,1971,137813.42495816512
2582,2,1,Rural,1980,214759.06867989613
1380,5,3,Rural,1984,192240.03421993236
2459,3,1,Suburb,1959,310255.9321272036
2018,4,3,Suburb,1971,214695.99922121956
1539,4,3,Suburb,1952,246863.7387374644
2327,5,2,Rural,1956,261041.50113608956
2387,5,3,Rural,1991,270483.4137731943
1031,2,1,Rural,2000,172501.4114859022
2065,2,1,Rural,1975,244748.63199285325
2556,3,3,Urban,1963,316114.988116968
2507,2,3,Suburb,1997,296140.71842368843
1137,3,2,Urban,1971,215928.7239559005
1925,3,1,Urban,2009,233181.4307097831
2379,5,1,Suburb,2001,186418.05010045247
1786,5,2,Urban,1976,206811.46568116744
1405,2,3,Suburb,1962,189506.23619754965
1383,4,3,Urban,1969,174867.66093470805
1108,5,1,Suburb,1992,127185.12477018336
2305,5,3,Suburb,1973,328915.2132060906
2872,3,2,Urban,1964,336010.7915742322
2283,4,1,Suburb,1988,248749.0792577972
2929,2,2,Urban,1971,365776.439152561
1012,5,3,Rural,2015,155825.70869318873
1237,3,1,Urban,2017,109352.0699114683
1703,2,3,Rural,1997,151726.4568083454
1121,4,2,Suburb,1995,173969.48222500915
1902,3,1,Urban,1993,228746.27193455212
1808,2,2,Suburb,1988,186805.81692645064
1653,4,3,Urban,2004,196450.3843957061
1629,4,2,Suburb,2014,179365.65400855095
1976,5,2,Rural,2014,294480.8820620983
2503,2,1,Suburb,1969,279334.8454525211
1136,2,1,Suburb,2015,73456.18763624397
1197,5,3,Rural,2020,154616.6559199791
1690,4,3,Suburb,2010,278729.9491865408
2825,2,1,Urban,1999,296205.4339761638
1143,4,3,Suburb,1975,162392.21636275586
1404,5,1,Suburb,1966,184800.95206916227
2981,3,3,Suburb,2002,320922.1761831169
2992,3,1,Suburb,2021,211298.7535536288
1779,2,2,Urban,1971,202300.84796630815
1747,3,1,Rural,2020,200904.950173582
1422,2,2,Urban,1987,155250.79013669462
1206,2,2,Suburb,1997,132231.30058988166
2465,5,2,Rural,1960,296354.010003651
2666,5,1,Rural,1960,299410.8663470761
1242,4,2,Rural,1976,129691.6450462774
2643,3,2,Urban,1999,298548.6510578718
1629,3,2,Rural,1972,227444.3863119689
2250,5,1,Urban,1994,235725.18008683468
1517,2,3,Suburb,1962,88828.90028926302
1862,4,2,Urban,1968,243140.84071240225
2364,5,2,Rural,1989,223513.2052166377
1655,2,1,Rural,1976,181636.7376281676
1606,2,2,Suburb,1991,202689.63733373373
2417,4,3,Suburb,2001,298584.9525466047
2975,3,1,Suburb,2008,233765.34763644024
2040,3,3,Urban,1963,247934.6765064753
1316,5,2,Rural,1998,126275.28347960496
1101,2,3,Suburb,1951,161849.580244236
2931,5,2,Urban,1972,351989.67795389856
2033,4,2,Rural,1992,245323.8642052313
1405,3,1,Rural,1965,70975.66688062128
2853,4,2,Rural,2008,253163.3932391354
2073,3,3,Urban,1950,232779.46252859329
2269,5,2,Rural,2013,263085.5170031291
1011,5,2,Suburb,2020,168684.37583009334
1273,5,1,Suburb,1953,92326.70317135402
1972,5,2,Urban,1974,257975.91979775025
2231,5,1,Urban,1997,250274.30966439247
2357,4,3,Urban,2019,333873.7588591042
2910,5,1,Urban,1981,395240.3084807654
2092,3,1,Rural,2008,226598.7974864433
1244,4,2,Suburb,2000,131134.4669641076
2900,5,1,Urban,1985,313452.0287940369
2716,5,2,Urban,2001,213554.8113542516
2995,4,1,Rural,2017,361852.3425328935
2423,4,2,Urban,2005,245169.16385263656
2795,2,1,Suburb,1967,204057.9876639053
1609,2,3,Rural,1961,212274.87095514723
2676,3,3,Suburb,1976,286671.7072486601
2116,2,1,Rural,1993,246044.64800074004
1718,2,3,Rural,2015,143904.25624848207
1318,5,1,Urban,2005,147961.61143859
2027,5,3,Suburb,1963,191692.5253592326
2405,5,1,Suburb,1981,298233.4900167867
1396,4,1,Suburb,2001,201929.75852295104
2884,5,3,Rural,2019,413823.0733998052
1886,4,2,Suburb,2008,156024.05084418063
2829,2,2,Urban,1979,287868.45272430894
2967,4,3,Rural,1991,369236.94661027705
2604,2,2,Rural,2005,333501.89406749024
2052,2,2,Rural,2000,230028.52923439592
2473,3,3,Suburb,1995,349704.7744272946
1180,2,3,Urban,1974,183590.5914471556
2624,4,3,Urban,1975,229792.86939657264
2336,5,2,Suburb,2013,207156.10852494647
1042,3,1,Urban,1999,49063.91283672719
2725,2,1,Suburb,1957,286538.4589933499
2053,4,2,Suburb,2002,166792.12914111212
1915,4,1,Rural,1986,158157.00388428028
1900,3,2,Suburb,1952,279075.72163686587
1474,3,3,Suburb,2012,188375.9744257748
1619,4,1,Urban,1990,225407.21192242205
2562,2,2,Urban,1997,148380.5238465789
2546,2,3,Suburb,2001,279223.81191358843
2954,4,2,Suburb,1965,338065.5057751456
1478,4,2,Rural,1985,113215.55895226193
1073,4,1,Suburb,1985,51729.984920206974
1317,5,1,Rural,1967,104235.05335818588
2944,2,2,Urban,2003,387509.7894614789
1153,2,3,Rural,1970,163167.14021491416
2024,2,1,Suburb,2003,161668.09316828274
2025,5,3,Suburb,1973,285900.0967138853
1582,5,3,Suburb,1964,262761.3558612687
1039,4,3,Suburb,1982,155453.05756817514
1406,2,2,Rural,1998,107955.20522674288
2081,5,1,Rural,1999,295744.6367128403
2271,4,2,Rural,1994,281561.7192440233
2878,4,1,Rural,1958,331099.6175328095
1143,2,3,Suburb,1965,155304.99818559183
1784,5,2,Urban,1966,240799.96360448832
1367,3,1,Suburb,1959,198203.10413631945
1139,2,3,Urban,1969,148013.5844074215
1502,4,2,Urban,1950,104450.09941742229
1381,4,1,Urban,1984,84318.09662683259
2194,5,2,Rural,1996,245433.69445927496
2979,3,1,Urban,1998,201444.9478549953
1891,2,3,Suburb,1984,216905.78099659423
2809,3,2,Suburb,1951,310176.06449769635
1056,3,1,Suburb,1988,115707.36869982816
2605,4,2,Suburb,2001,297456.29950844654
1082,3,3,Rural,1970,216166.52177549832
1300,2,3,Suburb,1956,168036.09972086208
1558,3,2,Urban,2016,160990.2846370361
1258,4,1,Urban,2005,194533.34714709577
1299,3,1,Suburb,1970,117847.36492036792
1835,4,2,Suburb,1996,276796.9706485716
1682,2,3,Suburb,1997,187433.13506689543
1917,4,1,Urban,1992,207358.65344065108
2216,2,1,Urban,1971,214772.74865774828
2569,5,2,Suburb,2003,190068.76011548005
1407,4,2,Urban,1981,168534.66211241763
2449,4,3,Rural,1956,275875.82865486736
1308,4,2,Urban,2014,88781.15321558682
2501,2,1,Urban,2017,156154.3920033336
2836,2,1,Urban,1980,282048.5500153001
2492,3,2,Rural,2006,254076.0042800617
2800,2,2,Rural,1959,172416.75231449888
2053,3,2,Suburb,1981,177232.06254624072
2228,2,1,Rural,1966,199570.1807538885
2902,2,2,Rural,1954,353305.17594609346
2657,5,1,Suburb,1961,251861.0814416329
1060,4,2,Suburb,2017,160763.3651967156
2103,4,2,Suburb,1962,189918.29070346884
1765,5,2,Rural,1971,123537.87945098607
2163,3,1,Urban,1977,295531.0994879201
1922,2,2,Suburb,1952,219325.42294031588
2378,5,1,Rural,2017,288165.08728491125
2140,2,3,Rural,1992,209088.06541654243
2971,5,2,Suburb,1957,236946.58858037167
2706,5,1,Urban,1972,272575.12745408976
2928,5,3,Urban,1977,331111.88080293656
1770,3,2,Rural,2016,259329.0432391064
2170,2,2,Rural,1991,229380.0680925387
1295,3,3,Urban,1983,158357.6480582802
2155,5,1,Urban,2006,232726.0851333521
2942,5,3,Urban,1953,329505.3117858061
2380,3,2,Urban,1956,159188.32838226494
2562,4,3,Rural,1984,329778.5187516094
1867,4,2,Urban,2017,143930.52582090104
1083,3,2,Rural,2014,144625.69772997368
2056,3,1,Urban,1983,279631.7020277872
2018,3,3,Urban,1977,189740.53471083948
2424,4,3,Suburb,1964,279715.1120113336
2854,2,2,Urban,1958,299674.20158898144
1086,2,2,Suburb,1997,168855.96420642355
1760,3,1,Suburb,2009,276759.1137348081
2461,5,1,Rural,1994,367216.8920766232
2912,2,1,Rural,1982,358113.7252033876
2850,4,2,Rural,1995,305963.237695044
1011,5,1,Rural,1952,161375.84787394534
1023,2,3,Urban,1979,155087.3041015924
1181,4,3,Rural,1970,111209.530309552
2517,5,3,Suburb,1956,309871.7035984532
2216,5,3,Suburb,1955,259383.6938683403
1465,5,3,Suburb,1989,121425.08166563053
1197,3,3,Suburb,2017,62084.49720430569
1268,5,3,Rural,1975,132590.2873218924
2072,5,1,Rural,1967,233214.28311107756
1367,2,2,Suburb,1973,143669.28933240473
2593,3,1,Urban,2009,284476.8818214351
1337,3,1,Suburb,1975,145507.39334005187
2932,4,3,Suburb,1965,314208.8244035775
1908,5,1,Suburb,2019,199344.26680536068
1815,3,2,Rural,1999,255586.77984868025
1964,5,2,Rural,2013,130845.74486056878
1911,5,1,Rural,1963,208049.52737633625
1091,3,3,Urban,2012,194294.00184175
1669,3,1,Suburb,2019,141086.18748519244
